Date/Time UTC,Name,MMSI,Max Speed kn,Mean Speed kn,LOA ft,Beam ft,Vessel Class,AIS Type,Course,Heading,Course Behavior,Yaw deg,Effective Beam ft,WDIR degT,WSPD mph,GST mph,Location,Latitude,Longitude,Transit,Condition,% Channel Occupied
2020-12-03 08:44:13,ROTTERDAM STAR,538006564,13.7,12.2,961.0,131.0,Panamax,71,300,301,Inbound,1,148,60.0,11.18,17.9,Offshore,32.66511,-79.68914,One-way Transit,Non-adverse Condition,14.8
2020-12-02 07:36:26,GSL KALLIOPI,636019536,17.1,16.1,981.0,138.0,Post-Panamax,71,119,119,Outbound,0,138,330.0,20.13,29.08,Nearshore,32.69703,-79.75652,One-way Transit,Non-adverse Condition,17.25
2020-12-02 07:36:30,CMA CGM WHITE SHARK,215230000,16.7,16.2,964.0,105.0,Panamax,71,124,119,Outbound,5,189,310.0,22.37,33.56,Offshore,32.679,-79.719,One-way Transit,Non-adverse Condition,18.9
2020-12-02 01:03:59,MAERSK MONTANA,367759000,16.3,15.8,958.0,105.0,Panamax,70,119,120,Outbound,1,122,,,,Nearshore,32.712,-79.78683,One-way Transit,Non-adverse Condition,12.2
2020-12-02 10:53:59,COSCO HOPE,477598800,15.7,14.6,1200.0,157.0,Post-Panamax,72,117,116,Outbound,1,178,320.0,13.42,20.13,Offshore,32.6726,-79.70535,One-way Transit,Non-adverse Condition,22.25
2020-12-02 09:59:50,SAN FRANCISCA,538005735,15.2,13.8,984.0,157.0,Post-Panamax,70,297,300,Inbound,3,208,350.0,17.9,22.37,Nearshore,32.72188,-79.80867,One-way Transit,Non-adverse Condition,26.0
2020-12-02 19:58:00,ARC INDEPENDENCE,338794000,14.5,13.2,748.0,105.0,Panamax,79,119,118,Outbound,1,118,340.0,8.95,15.66,Nearshore,32.70566,-79.77566,One-way Transit,Non-adverse Condition,11.8
2020-12-02 08:42:55,CMA CGM ELBE,229934000,14.3,13.7,984.0,161.0,Post-Panamax,71,119,120,Outbound,1,178,310.0,20.13,26.84,Offshore,32.6887,-79.7393,One-way Transit,Non-adverse Condition,22.25
2020-12-02 07:01:14,ONE MATRIX,538003810,13.4,11.9,991.0,141.0,Post-Panamax,73,299,299,Inbound,0,141,310.0,22.37,31.32,Offshore,32.67882,-79.71907,Two-way Transit,Adverse Condition,35.25
2020-12-02 10:45:23,HYUNDAI VICTORY,441754000,12.2,10.4,1200.0,157.0,Post-Panamax,70,299,298,Inbound,1,178,320.0,13.42,20.13,Offshore,32.67513,-79.70923,Two-way Transit,Adverse Condition,44.5
2020-12-01 05:46:28,MAERSK MONTANA,367759000,16.0,15.5,958.0,105.0,Panamax,70,302,297,Inbound,5,188,270.0,29.08,40.27,Nearshore,32.69583,-79.75233,Two-way Transit,Adverse Condition,37.6
2020-12-01 00:40:59,MAIPO,636092848,15.4,14.3,1004.0,131.0,Post-Panamax,72,120,119,Outbound,1,149,,,,Nearshore,32.69475,-79.75281,One-way Transit,Non-adverse Condition,18.62
2020-12-01 13:15:43,ARC INDEPENDENCE,338794000,15.0,14.5,748.0,105.0,Panamax,79,300,298,Inbound,2,131,290.0,24.61,35.79,Nearshore,32.7228,-79.80918,One-way Transit,Non-adverse Condition,13.1
2020-12-01 11:15:42,GSL KALLIOPI,636019536,14.6,12.6,981.0,138.0,Post-Panamax,71,302,298,Inbound,4,206,280.0,26.84,40.27,Nearshore,32.70835,-79.77861,One-way Transit,Non-adverse Condition,25.75
2020-12-01 05:49:13,OOCL ASIA,477105600,14.4,13.7,1059.0,141.0,Post-Panamax,70,117,118,Outbound,1,159,270.0,29.08,40.27,Nearshore,32.69218,-79.74795,One-way Transit,Non-adverse Condition,19.88
2020-12-01 10:57:33,CMA CGM ELBE,229934000,13.7,13.0,984.0,161.0,Post-Panamax,71,300,298,Inbound,2,195,280.0,26.84,40.27,Nearshore,32.72311,-79.80998,One-way Transit,Non-adverse Condition,24.38
2020-12-01 10:12:45,CMA CGM WHITE SHARK,215230000,12.8,11.8,964.0,105.0,Panamax,71,303,296,Inbound,7,222,280.0,29.08,38.03,Offshore,32.66966,-79.69966,One-way Transit,Non-adverse Condition,22.2
2020-11-30 14:35:05,MAERSK INVERNESS,566781000,18.4,17.7,764.0,105.0,Panamax,71,120,122,Outbound,2,132,204.0,29.3,46.53,Nearshore,32.69752,-79.75733,One-way Transit,Non-adverse Condition,13.2
2020-11-30 01:35:44,EVER LEGACY,566853000,16.5,15.7,1099.0,151.0,Post-Panamax,71,120,119,Outbound,1,170,,,,Nearshore,32.70249,-79.76841,One-way Transit,Non-adverse Condition,21.25
2020-11-30 00:43:34,OOCL ASIA,477105600,16.2,14.4,1059.0,141.0,Post-Panamax,70,299,300,Inbound,1,159,134.0,28.41,35.57,Offshore,32.67653,-79.7129,Two-way Transit,Adverse Condition,39.75
2020-11-30 23:10:29,PANTHER,636016854,15.8,14.9,679.0,98.0,Panamax,70,119,120,Outbound,1,110,,,,Nearshore,32.69173,-79.74741,One-way Transit,Non-adverse Condition,11.0
2020-11-30 21:09:52,DUBLIN EXPRESS,218023000,15.7,15.3,922.0,105.0,Panamax,79,300,299,Inbound,1,121,,,,Nearshore,32.72154,-79.80796,One-way Transit,Non-adverse Condition,12.1
2020-11-30 09:10:14,MAIPO,636092848,15.2,14.9,1004.0,131.0,Post-Panamax,72,300,299,Inbound,1,149,,,,Nearshore,32.72206,-79.80902,One-way Transit,Non-adverse Condition,18.62
2020-11-30 23:35:57,COSCO HOPE,477598800,14.1,13.9,1200.0,157.0,Post-Panamax,72,301,299,Inbound,2,199,270.0,29.98,38.92,Offshore,32.67947,-79.71973,One-way Transit,Non-adverse Condition,24.88
2020-11-30 00:56:22,ADONIS,215493000,13.3,13.2,984.0,157.0,Post-Panamax,71,121,117,Outbound,4,225,,,,Nearshore,32.70551,-79.77665,Two-way Transit,Adverse Condition,56.25
2020-11-29 21:07:37,MAERSK INVERNESS,566781000,19.0,17.2,764.0,105.0,Panamax,71,299,300,Inbound,1,118,,,,Nearshore,32.69114,-79.74449,One-way Transit,Non-adverse Condition,11.8
2020-11-29 01:02:39,ADONIS,215493000,15.1,14.9,984.0,157.0,Post-Panamax,71,298,298,Inbound,0,157,12.0,16.11,19.46,Offshore,32.68976,-79.73987,One-way Transit,Non-adverse Condition,19.62
2020-11-29 06:31:11,YM WARMTH,477948800,15.1,14.5,1207.0,167.0,Post-Panamax,74,119,117,Outbound,2,209,49.0,16.11,22.82,Nearshore,32.69421,-79.7508,One-way Transit,Non-adverse Condition,26.12
2020-11-29 05:48:00,EVER LEGACY,566853000,14.6,14.3,1099.0,151.0,Post-Panamax,71,299,301,Inbound,2,189,,,,Nearshore,32.69009,-79.74245,One-way Transit,Non-adverse Condition,23.62
2020-11-29 01:23:09,MAERSK BINTAN,477178900,10.4,10.4,731.0,105.0,Panamax,70,118,115,Outbound,3,143,,,,Nearshore,32.72029,-79.80727,One-way Transit,Non-adverse Condition,14.3
2020-11-28 00:36:52,MAERSK SENTOSA,369246000,18.2,15.8,1046.0,131.0,Post-Panamax,70,119,119,Outbound,0,131,328.0,5.37,10.51,Nearshore,32.69383,-79.74983,One-way Transit,Non-adverse Condition,16.38
2020-11-28 11:58:59,APL VANCOUVER,566797000,16.6,15.8,1076.0,148.0,Post-Panamax,79,119,120,Outbound,1,167,13.0,4.92,7.38,Offshore,32.6796,-79.72042,One-way Transit,Non-adverse Condition,20.88
2020-11-28 08:21:42,YM WARMTH,477948800,16.5,16.2,1207.0,167.0,Post-Panamax,74,300,300,Inbound,0,167,13.0,5.37,7.83,Offshore,32.65597,-79.67058,One-way Transit,Non-adverse Condition,20.88
2020-11-28 05:14:40,ALBERT MAERSK,220263000,14.9,14.2,1155.0,141.0,Post-Panamax,74,118,118,Outbound,0,141,46.0,4.25,6.49,Nearshore,32.70346,-79.77145,One-way Transit,Non-adverse Condition,17.62
2020-11-28 23:53:40,CHARLESTON EXPRESS,367168640,14.4,14.2,797.0,105.0,Panamax,0,119,119,Outbound,0,105,,,,Nearshore,32.70702,-79.7778,One-way Transit,Non-adverse Condition,10.5
2020-11-28 10:17:26,MAERSK BINTAN,477178900,10.3,8.3,731.0,105.0,Panamax,70,300,298,Inbound,2,130,40.0,2.68,7.38,Nearshore,32.70319,-79.76981,One-way Transit,Non-adverse Condition,13.0
2020-11-27 08:15:49,MAERSK SENTOSA,369246000,17.3,17.0,1046.0,131.0,Post-Panamax,70,300,299,Inbound,1,149,224.0,16.78,19.69,Offshore,32.67916,-79.7175,Two-way Transit,Adverse Condition,37.25
2020-11-27 08:13:58,MSC MELISSA,354340000,17.0,16.3,997.0,131.0,Post-Panamax,74,121,121,Outbound,0,131,233.0,6.71,10.96,Nearshore,32.69744,-79.75933,Two-way Transit,Adverse Condition,32.75
2020-11-27 00:14:51,MOL CREATION,309046000,16.6,15.0,1036.0,151.0,Post-Panamax,71,118,118,Outbound,0,151,,,,Nearshore,32.70322,-79.77124,One-way Transit,Non-adverse Condition,18.88
2020-11-27 08:49:40,ALBERT MAERSK,220263000,15.9,15.6,1155.0,141.0,Post-Panamax,74,298,298,Inbound,0,141,226.0,6.71,10.51,Nearshore,32.7207,-79.8065,One-way Transit,Non-adverse Condition,17.62
2020-11-27 23:02:48,TORRENS,248923000,15.9,13.0,656.0,105.0,Panamax,70,119,120,Outbound,1,116,281.0,6.71,9.4,Nearshore,32.69441,-79.75045,One-way Transit,Non-adverse Condition,11.6
2020-11-27 00:02:33,APL VANCOUVER,566797000,15.7,15.1,1076.0,148.0,Post-Panamax,79,300,299,Inbound,1,167,204.0,12.97,15.66,Offshore,32.68966,-79.74014,Two-way Transit,Adverse Condition,41.75
2020-11-27 08:58:00,CHARLESTON EXPRESS,367168640,13.5,13.3,797.0,105.0,Panamax,0,299,296,Inbound,3,147,234.0,17.45,20.8,Offshore,32.64802,-79.6545,One-way Transit,Non-adverse Condition,14.7
2020-11-26 01:03:25,MAERSK GATESHEAD,563076200,18.3,17.5,958.0,105.0,Panamax,71,120,120,Outbound,0,105,191.0,9.17,14.54,Nearshore,32.72132,-79.80764,One-way Transit,Non-adverse Condition,10.5
2020-11-26 21:53:55,MSC FIAMMETTA,372843000,17.8,15.1,909.0,131.0,Panamax,71,120,120,Outbound,0,131,,,,Nearshore,32.69254,-79.74683,One-way Transit,Non-adverse Condition,13.1
2020-11-26 07:23:53,MSC MELISSA,354340000,17.3,17.0,997.0,131.0,Post-Panamax,74,298,299,Inbound,1,148,187.0,22.59,28.41,Offshore,32.67666,-79.71417,One-way Transit,Non-adverse Condition,18.5
2020-11-26 16:00:51,MSC JULIA R.,636016430,17.2,16.7,918.0,105.0,Panamax,70,120,120,Outbound,0,105,229.0,12.75,17.22,Nearshore,32.70036,-79.76331,One-way Transit,Non-adverse Condition,10.5
2020-11-26 02:33:58,BRUSSELS,255806004,17.1,16.6,912.0,131.0,Panamax,79,119,117,Outbound,2,163,191.0,9.17,14.54,Nearshore,32.69731,-79.75744,One-way Transit,Non-adverse Condition,16.3
2020-11-26 18:35:40,HYUNDAI  SPEED,241313000,17.0,16.1,1200.0,157.0,Post-Panamax,71,120,119,Outbound,1,178,216.0,8.95,12.53,Nearshore,32.69253,-79.7474,One-way Transit,Non-adverse Condition,22.25
2020-11-26 20:34:46,MSC TOMOKO,354315000,16.5,12.3,1089.0,141.0,Post-Panamax,0,300,300,Inbound,0,141,,,,Nearshore,32.72204,-79.80865,One-way Transit,Non-adverse Condition,17.62
2020-11-26 03:42:34,MOL CREATION,309046000,16.1,15.7,1036.0,151.0,Post-Panamax,71,298,299,Inbound,1,169,185.0,20.13,26.4,Offshore,32.67955,-79.72015,One-way Transit,Non-adverse Condition,21.12
2020-11-26 13:10:51,APL MIAMI,566957000,15.8,15.5,1076.0,151.0,Post-Panamax,71,117,119,Outbound,2,188,245.0,17.67,22.37,Offshore,32.64689,-79.65117,One-way Transit,Non-adverse Condition,23.5
2020-11-26 23:55:58,APL VANCOUVER,566797000,15.8,15.6,1076.0,148.0,Post-Panamax,79,300,299,Inbound,1,167,209.0,13.42,16.11,Offshore,32.67525,-79.71051,One-way Transit,Non-adverse Condition,20.88
2020-11-25 19:52:33,MSC JULIA R.,636016430,19.1,18.1,918.0,105.0,Panamax,70,298,299,Inbound,1,121,,,,Nearshore,32.69395,-79.75141,One-way Transit,Non-adverse Condition,12.1
2020-11-25 19:52:57,HYUNDAI  SPEED,241313000,18.0,17.4,1200.0,157.0,Post-Panamax,71,298,297,Inbound,1,178,167.0,18.34,24.83,Offshore,32.64774,-79.65358,One-way Transit,Non-adverse Condition,22.25
2020-11-25 16:32:47,APL MIAMI,566957000,17.6,16.7,1076.0,151.0,Post-Panamax,71,298,299,Inbound,1,170,134.0,16.11,21.7,Offshore,32.68016,-79.72138,One-way Transit,Non-adverse Condition,21.25
2020-11-25 10:16:56,ARC INTEGRITY,338058000,16.7,16.0,748.0,105.0,Panamax,70,300,301,Inbound,1,118,88.0,10.29,17.9,Nearshore,32.69547,-79.75231,One-way Transit,Non-adverse Condition,11.8
2020-11-25 01:40:34,HANSA ASIA,538008094,16.6,16.2,787.0,105.0,Panamax,71,120,119,Outbound,1,119,101.0,18.57,24.16,Nearshore,32.72246,-79.8098,One-way Transit,Non-adverse Condition,11.9
2020-11-25 08:46:43,BRUSSELS,255806004,16.1,15.9,912.0,131.0,Panamax,79,301,300,Inbound,1,147,121.0,14.54,18.34,Offshore,32.68061,-79.72109,One-way Transit,Non-adverse Condition,14.7
2020-11-25 00:19:31,CAPE SOUNIO,248089000,16.1,15.5,1082.0,157.0,Post-Panamax,70,118,117,Outbound,1,176,89.0,16.33,23.71,Nearshore,32.72276,-79.81038,One-way Transit,Non-adverse Condition,22.0
2020-11-25 12:15:41,MSC DARDANELLES,209423000,15.8,14.5,981.0,131.0,Post-Panamax,70,299,300,Inbound,1,148,143.0,9.4,13.65,Nearshore,32.6948,-79.75283,One-way Transit,Non-adverse Condition,18.5
2020-11-25 12:56:54,MAERSK KARACHI,477728400,14.9,14.2,984.0,141.0,Post-Panamax,71,123,120,Outbound,3,192,143.0,9.4,13.65,Nearshore,32.72098,-79.80869,One-way Transit,Non-adverse Condition,24.0
2020-11-25 13:33:38,CMA CGM MEDEA,228342900,13.9,13.4,1141.0,141.0,Post-Panamax,70,119,119,Outbound,0,141,143.0,9.4,13.65,Nearshore,32.72087,-79.80727,One-way Transit,Non-adverse Condition,17.62
2020-11-24 01:21:59,CAPE SOUNIO,248089000,17.6,16.6,1082.0,157.0,Post-Panamax,70,299,301,Inbound,2,195,,,,Nearshore,32.69481,-79.75306,One-way Transit,Non-adverse Condition,24.38
2020-11-24 22:58:13,MAERSK GATESHEAD,563076200,17.2,15.5,958.0,105.0,Panamax,71,297,299,Inbound,2,138,61.0,15.88,21.48,Offshore,32.67918,-79.71926,One-way Transit,Non-adverse Condition,13.8
2020-11-24 15:12:34,MAERSK KARACHI,477728400,16.8,15.5,984.0,141.0,Post-Panamax,71,299,301,Inbound,2,175,58.0,20.13,27.96,Nearshore,32.69478,-79.75092,One-way Transit,Non-adverse Condition,21.88
2020-11-24 06:33:35,SAFMARINE MAFADI,369390000,16.8,16.3,958.0,105.0,Panamax,70,121,117,Outbound,4,172,58.0,19.91,28.19,Nearshore,32.7035,-79.77083,One-way Transit,Non-adverse Condition,17.2
2020-11-24 15:06:49,SEASPAN GANGES,477776100,16.1,15.7,1102.0,157.0,Post-Panamax,71,122,118,Outbound,4,233,58.0,20.13,27.96,Nearshore,32.69279,-79.7495,Two-way Transit,Adverse Condition,58.25
2020-11-24 14:11:47,ONE HELSINKI,373119000,15.8,15.6,1099.0,151.0,Post-Panamax,73,120,118,Outbound,2,189,52.0,20.8,27.07,Nearshore,32.7173,-79.80035,One-way Transit,Non-adverse Condition,23.62
2020-11-24 14:12:33,CMA CGM MEDEA,228342900,15.7,15.4,1141.0,141.0,Post-Panamax,70,300,301,Inbound,1,161,57.0,19.91,25.05,Offshore,32.65689,-79.67223,One-way Transit,Non-adverse Condition,20.12
2020-11-24 01:48:27,HANSA ASIA,538008094,15.7,15.5,787.0,105.0,Panamax,71,298,300,Inbound,2,132,20.0,20.8,27.52,Offshore,32.68038,-79.72117,One-way Transit,Non-adverse Condition,13.2
2020-11-23 14:42:51,SAFMARINE MAFADI,369390000,17.1,16.4,958.0,105.0,Panamax,70,300,300,Inbound,0,105,351.0,14.54,20.36,Nearshore,32.68996,-79.74254,One-way Transit,Non-adverse Condition,10.5
2020-11-23 20:51:55,ONE HELSINKI,373119000,16.5,15.8,1099.0,151.0,Post-Panamax,73,299,301,Inbound,2,189,21.0,13.65,18.12,Nearshore,32.69308,-79.74808,One-way Transit,Non-adverse Condition,23.62
2020-11-23 14:34:42,SEASPAN GANGES,477776100,16.3,15.9,1102.0,157.0,Post-Panamax,71,300,300,Inbound,0,157,331.0,23.26,28.86,Offshore,32.68886,-79.73954,One-way Transit,Non-adverse Condition,19.62
2020-11-23 18:58:30,PALENA,636092681,16.0,15.2,997.0,131.0,Post-Panamax,79,120,119,Outbound,1,148,21.0,11.18,16.55,Nearshore,32.69247,-79.74896,Two-way Transit,Adverse Condition,37.0
2020-11-23 18:57:50,NORWEGIAN GEM,309951000,14.4,13.0,964.0,105.0,Panamax,69,299,301,Inbound,2,139,7.0,19.69,23.94,Offshore,32.67885,-79.71686,Two-way Transit,Adverse Condition,27.8
2020-11-22 01:18:54,COLUMBINE MAERSK,220129000,16.7,15.0,1138.0,138.0,Post-Panamax,71,119,118,Outbound,1,158,40.0,20.13,24.38,Offshore,32.67324,-79.70713,One-way Transit,Non-adverse Condition,19.75
2020-11-22 09:51:32,PALENA,636092681,16.1,15.1,997.0,131.0,Post-Panamax,79,301,302,Inbound,1,148,66.0,14.09,19.69,Nearshore,32.69993,-79.7635,One-way Transit,Non-adverse Condition,18.5
2020-11-22 16:11:03,WASHINGTON EXPRESS,367136710,13.3,12.7,797.0,105.0,Panamax,71,118,117,Outbound,1,119,91.0,16.33,22.59,Nearshore,32.70814,-79.77988,One-way Transit,Non-adverse Condition,11.9
2020-11-21 13:56:44,MAERSK IZMIR,566780000,17.8,16.9,764.0,108.0,Panamax,71,122,119,Outbound,3,148,49.0,11.63,16.55,Nearshore,32.69034,-79.74271,One-way Transit,Non-adverse Condition,14.8
2020-11-21 08:16:42,COLUMBINE MAERSK,220129000,17.1,16.1,1138.0,138.0,Post-Panamax,71,299,299,Inbound,0,138,47.0,10.51,13.87,Nearshore,32.69526,-79.75354,One-way Transit,Non-adverse Condition,17.25
2020-11-21 02:35:32,MAERSK KENSINGTON,303657000,16.9,15.7,981.0,131.0,Post-Panamax,70,117,118,Outbound,1,148,68.0,8.28,13.2,Nearshore,32.69803,-79.75843,One-way Transit,Non-adverse Condition,18.5
2020-11-21 01:46:59,COSCO SHIPPING ROSE,477194800,16.4,15.5,1200.0,157.0,Post-Panamax,70,118,117,Outbound,1,178,68.0,8.28,13.2,Nearshore,32.69172,-79.74532,One-way Transit,Non-adverse Condition,22.25
2020-11-21 02:35:57,MAERSK ANTARES,565661000,16.2,15.7,1109.0,151.0,Post-Panamax,71,121,118,Outbound,3,209,81.0,13.87,22.37,Offshore,32.678,-79.71765,One-way Transit,Non-adverse Condition,26.12
2020-11-20 16:49:49,WASHINGTON EXPRESS,367136710,18.2,17.0,797.0,105.0,Panamax,71,300,300,Inbound,0,105,24.0,15.21,19.01,Offshore,32.67443,-79.70922,One-way Transit,Non-adverse Condition,10.5
2020-11-20 08:09:18,NAVARINO,477252600,17.4,16.8,1099.0,141.0,Post-Panamax,71,119,120,Outbound,1,160,70.0,17.45,23.49,Nearshore,32.69155,-79.7461,Two-way Transit,Adverse Condition,40.0
2020-11-20 15:11:40,MAERSK IZMIR,566780000,15.1,14.9,764.0,108.0,Panamax,71,299,300,Inbound,1,121,63.0,17.22,24.16,Nearshore,32.72175,-79.80831,One-way Transit,Non-adverse Condition,12.1
2020-11-20 11:41:49,MSC KATYA R.,636016435,14.4,13.8,922.0,105.0,Panamax,74,118,116,Outbound,2,137,70.0,19.01,25.5,Nearshore,32.70553,-79.77429,One-way Transit,Non-adverse Condition,13.7
2020-11-20 08:22:55,MAERSK KENSINGTON,303657000,13.0,12.6,981.0,131.0,Post-Panamax,70,296,299,Inbound,3,182,76.0,11.41,16.78,Offshore,32.67143,-79.70258,One-way Transit,Non-adverse Condition,22.75
2020-11-19 11:31:50,NAVARINO,477252600,17.0,15.6,1099.0,141.0,Post-Panamax,71,298,301,Inbound,3,198,33.0,18.79,25.95,Nearshore,32.69768,-79.75786,One-way Transit,Non-adverse Condition,24.75
2020-11-19 12:27:36,CONTI CRYSTAL,255805942,16.9,15.2,1096.0,138.0,Post-Panamax,71,121,119,Outbound,2,176,27.0,19.01,26.62,Nearshore,32.68995,-79.74174,One-way Transit,Non-adverse Condition,22.0
2020-11-19 20:29:12,MAERSK ANTARES,565661000,16.3,15.2,1109.0,151.0,Post-Panamax,71,300,300,Inbound,0,151,27.0,23.71,29.08,Offshore,32.67904,-79.71837,One-way Transit,Non-adverse Condition,18.88
2020-11-19 14:17:04,MSC TORONTO,255806377,16.3,15.6,1066.0,141.0,Post-Panamax,72,120,118,Outbound,2,178,40.0,20.58,27.96,Nearshore,32.69422,-79.7521,Two-way Transit,Adverse Condition,44.5
2020-11-19 14:55:58,COSCO SHIPPING ROSE,477194800,16.0,15.8,1200.0,157.0,Post-Panamax,70,298,297,Inbound,1,178,40.0,17.45,23.49,Offshore,32.68868,-79.73749,One-way Transit,Non-adverse Condition,22.25
2020-11-19 14:52:13,SPIRIT OF HAMBURG,232013520,15.9,15.5,833.0,105.0,Panamax,72,120,117,Outbound,3,148,49.0,19.46,26.84,Nearshore,32.6956,-79.75538,Two-way Transit,Adverse Condition,29.6
2020-11-19 08:27:52,MSC CAROLINA,371475000,15.7,15.6,902.0,131.0,Panamax,72,117,113,Outbound,4,194,80.0,17.67,27.52,Nearshore,32.71522,-79.79637,One-way Transit,Non-adverse Condition,19.4
2020-11-19 14:50:51,MSC KATYA R.,636016435,15.1,14.6,922.0,105.0,Panamax,74,299,301,Inbound,2,137,49.0,19.46,26.84,Nearshore,32.7222,-79.80974,One-way Transit,Non-adverse Condition,13.7
2020-11-19 00:33:36,ARISTOMENIS,636018070,13.0,12.7,1148.0,151.0,Post-Panamax,71,119,118,Outbound,1,171,30.0,18.12,24.38,Offshore,32.67422,-79.70862,One-way Transit,Non-adverse Condition,21.38
2020-11-18 17:51:37,MAERSK SERANGOON,565449000,17.8,15.0,1043.0,131.0,Post-Panamax,74,121,119,Outbound,2,167,61.0,10.74,18.12,Nearshore,32.69766,-79.7575,One-way Transit,Non-adverse Condition,20.88
2020-11-18 02:11:42,APL HOLLAND,563754000,16.8,15.2,909.0,131.0,Panamax,79,119,119,Outbound,0,131,18.0,16.33,22.59,Nearshore,32.69943,-79.76097,One-way Transit,Non-adverse Condition,13.1
2020-11-18 16:03:41,MSC CAROLINA,371475000,16.6,13.7,902.0,131.0,Panamax,72,299,299,Inbound,0,131,26.0,24.83,36.91,Offshore,32.68891,-79.73983,One-way Transit,Non-adverse Condition,13.1
2020-11-18 02:47:36,MSC ILONA,636092932,16.4,16.1,984.0,131.0,Post-Panamax,79,120,119,Outbound,1,148,48.0,23.26,33.33,Nearshore,32.6975,-79.75775,One-way Transit,Non-adverse Condition,18.5
2020-11-18 15:16:45,HYUNDAI HOPE,440176000,16.1,15.5,1200.0,157.0,Post-Panamax,70,120,119,Outbound,1,178,24.0,24.83,31.99,Offshore,32.66435,-79.68851,One-way Transit,Non-adverse Condition,22.25
2020-11-18 17:14:59,MSC TORONTO,255806377,16.1,15.6,1066.0,141.0,Post-Panamax,72,300,300,Inbound,0,141,51.0,12.97,22.82,Nearshore,32.69516,-79.75251,One-way Transit,Non-adverse Condition,17.62
2020-11-18 15:44:53,CMA CGM MEXICO,215354000,16.0,14.8,1197.0,167.0,Post-Panamax,71,120,118,Outbound,2,209,48.0,18.57,26.4,Nearshore,32.69143,-79.74566,Two-way Transit,Adverse Condition,52.25
2020-11-18 22:20:50,SPIRIT OF HAMBURG,232013520,15.8,12.6,833.0,105.0,Panamax,72,296,299,Inbound,3,148,35.0,18.34,24.16,Offshore,32.6887,-79.73908,One-way Transit,Non-adverse Condition,14.8
2020-11-18 14:48:46,CONTI CRYSTAL,255805942,14.4,14.1,1096.0,138.0,Post-Panamax,71,302,301,Inbound,1,157,48.0,20.13,30.2,Nearshore,32.70245,-79.76581,Two-way Transit,Adverse Condition,39.25
2020-11-17 08:43:43,EVER LASTING,235093618,17.1,16.4,1099.0,151.0,Post-Panamax,74,120,119,Outbound,1,170,335.0,14.54,18.34,Offshore,32.67437,-79.70966,One-way Transit,Non-adverse Condition,21.25
2020-11-17 01:44:55,MAERSK OHIO,367775000,17.1,16.8,958.0,105.0,Panamax,79,120,121,Outbound,1,122,10.0,10.51,13.42,Nearshore,32.69362,-79.74933,One-way Transit,Non-adverse Condition,12.2
2020-11-17 14:28:44,HAMBURG BAY,636016199,16.7,14.5,961.0,131.0,Panamax,70,119,120,Outbound,1,148,317.0,14.54,20.36,Nearshore,32.7,-79.7627,One-way Transit,Non-adverse Condition,14.8
2020-11-17 13:28:38,HYUNDAI HOPE,440176000,16.7,15.7,1200.0,157.0,Post-Panamax,70,300,299,Inbound,1,178,311.0,14.09,19.01,Offshore,32.67876,-79.71927,One-way Transit,Non-adverse Condition,22.25
2020-11-17 09:51:49,APL HOLLAND,563754000,16.6,16.2,909.0,131.0,Panamax,79,298,300,Inbound,2,163,352.0,11.41,17.22,Nearshore,32.72222,-79.81013,One-way Transit,Non-adverse Condition,16.3
2020-11-17 02:05:48,NORTHERN MAGNUM,255806078,16.6,15.2,984.0,131.0,Post-Panamax,71,119,119,Outbound,0,131,10.0,10.51,13.42,Nearshore,32.70366,-79.77015,One-way Transit,Non-adverse Condition,16.38
2020-11-17 07:44:50,CMA CGM MEXICO,215354000,16.1,15.3,1197.0,167.0,Post-Panamax,71,301,302,Inbound,1,188,336.0,15.21,20.58,Offshore,32.68044,-79.72187,One-way Transit,Non-adverse Condition,23.5
2020-11-17 22:36:34,ARISTOMENIS,636018070,15.3,15.1,1148.0,151.0,Post-Panamax,71,298,298,Inbound,0,151,349.0,12.53,18.12,Nearshore,32.69,-79.74254,One-way Transit,Non-adverse Condition,18.88
2020-11-17 00:35:37,ONYX ACE,636016096,13.5,13.2,656.0,105.0,Panamax,70,119,118,Outbound,1,116,4.0,13.2,17.9,Nearshore,32.70688,-79.77661,One-way Transit,Non-adverse Condition,11.6
2020-11-17 18:28:48,OPTIMANA,232004359,11.8,10.8,695.0,105.0,Panamax,70,299,298,Inbound,1,117,299.0,14.32,19.01,Offshore,32.67996,-79.72082,One-way Transit,Non-adverse Condition,11.7
2020-11-16 11:25:22,TIANJIN,636014224,18.4,16.2,1145.0,151.0,Post-Panamax,79,121,122,Outbound,1,171,353.0,20.36,24.16,Offshore,32.67825,-79.718,Two-way Transit,Adverse Condition,42.75
2020-11-16 05:39:39,BRILLIANT ACE,319025600,17.2,15.9,656.0,105.0,Panamax,70,120,121,Outbound,1,116,279.0,12.97,17.0,Nearshore,32.72153,-79.81011,Two-way Transit,Adverse Condition,23.2
2020-11-16 12:52:35,EVER LIBERAL,235102678,16.7,14.2,1096.0,151.0,Post-Panamax,74,118,119,Outbound,1,170,50.0,19.91,28.63,Nearshore,32.69412,-79.7511,One-way Transit,Non-adverse Condition,21.25
2020-11-16 08:15:15,MAERSK OHIO,367775000,16.7,16.4,958.0,105.0,Panamax,79,300,300,Inbound,0,105,305.0,21.92,27.74,Offshore,32.67922,-79.71956,Two-way Transit,Adverse Condition,21.0
