Date/Time UTC,Name,MMSI,Max Speed kn,Mean Speed kn,LOA ft,Beam ft,Vessel Class,AIS Type,Course,Heading,Course Behavior,Yaw deg,Effective Beam ft,WDIR degT,WSPD mph,GST mph,Location,Latitude,Longitude,Transit,Condition,% Channel Occupied
2020-12-17 01:32:39,MOL MODERN,538004203,17.2,15.2,991.0,144.0,Post-Panamax,71,119,118,Outbound,1,161,90.0,2.24,2.24,Nearshore,32.69132,-79.7454,One-way Transit,Non-adverse Condition,20.12
2020-12-17 11:32:36,NORTHERN MAGNITUDE,255806077,15.8,13.8,981.0,131.0,Post-Panamax,79,121,122,Outbound,1,148,350.0,13.42,22.37,Nearshore,32.70485,-79.77358,Two-way Transit,Adverse Condition,37.0
2020-12-17 11:40:39,HYUNDAI PRIDE,441486000,15.6,14.3,1200.0,157.0,Post-Panamax,70,301,300,Inbound,1,178,300.0,8.95,13.42,Offshore,32.66406,-79.68624,Two-way Transit,Adverse Condition,44.5
2020-12-17 10:23:40,MSC ANCHORAGE,636015666,15.4,14.6,981.0,157.0,Post-Panamax,70,118,118,Outbound,0,157,320.0,13.42,17.9,Offshore,32.67942,-79.72096,One-way Transit,Non-adverse Condition,19.62
2020-12-17 20:08:48,COSCO PHILIPPINES,477738200,14.8,13.6,1096.0,141.0,Post-Panamax,72,302,301,Inbound,1,160,290.0,15.66,20.13,Offshore,32.69047,-79.74138,Two-way Transit,Adverse Condition,40.0
2020-12-17 12:26:48,MSC BOSPHORUS,209470000,14.3,12.4,984.0,131.0,Post-Panamax,72,121,122,Outbound,1,148,350.0,13.42,22.37,Nearshore,32.7,-79.7613,One-way Transit,Non-adverse Condition,18.5
2020-12-17 20:14:47,ZHEN HUA 15,477661900,13.8,13.5,764.0,138.0,Panamax,90,121,120,Outbound,1,151,,,,Nearshore,32.72062,-79.80742,Two-way Transit,Adverse Condition,30.2
2020-12-16 06:42:39,MAERSK IDAHO,368660000,17.7,16.7,958.0,105.0,Panamax,70,120,117,Outbound,3,155,60.0,24.61,35.79,Nearshore,32.6949,-79.75186,One-way Transit,Non-adverse Condition,15.5
2020-12-16 16:02:51,AL KHARJ,636017671,16.9,15.8,1004.0,131.0,Post-Panamax,70,119,118,Outbound,1,149,330.0,17.9,22.37,Offshore,32.6766,-79.71374,One-way Transit,Non-adverse Condition,18.62
2020-12-16 11:33:43,NORTHERN MAGNITUDE,255806077,16.4,15.5,981.0,131.0,Post-Panamax,79,296,299,Inbound,3,182,20.0,24.61,26.84,Nearshore,32.72215,-79.80955,One-way Transit,Non-adverse Condition,22.75
2020-12-16 02:33:52,BUXCLIFF,255805678,16.3,15.6,984.0,131.0,Post-Panamax,79,118,115,Outbound,3,182,60.0,26.84,38.03,Nearshore,32.7042,-79.77221,One-way Transit,Non-adverse Condition,22.75
2020-12-16 06:19:32,MAERSK GATESHEAD,563076200,15.9,15.5,958.0,105.0,Panamax,71,119,119,Outbound,0,105,60.0,24.61,35.79,Nearshore,32.69226,-79.74791,Two-way Transit,Adverse Condition,21.0
2020-12-16 05:37:39,MOL MODERN,538004203,15.7,15.0,991.0,144.0,Post-Panamax,71,299,302,Inbound,3,196,,,,Nearshore,32.69961,-79.7611,One-way Transit,Non-adverse Condition,24.5
2020-12-16 12:14:29,ONE HONOLULU,373649000,15.3,14.4,1099.0,151.0,Post-Panamax,73,119,117,Outbound,2,189,20.0,24.61,26.84,Nearshore,32.7056,-79.77326,One-way Transit,Non-adverse Condition,23.62
2020-12-16 06:08:45,MSC ANCHORAGE,636015666,15.1,13.7,981.0,157.0,Post-Panamax,70,300,304,Inbound,4,225,80.0,26.84,33.56,Offshore,32.66493,-79.69042,Two-way Transit,Adverse Condition,56.25
2020-12-16 19:51:41,MSC BOSPHORUS,209470000,14.8,14.2,984.0,131.0,Post-Panamax,72,301,302,Inbound,1,148,240.0,20.13,24.61,Offshore,32.68941,-79.74076,One-way Transit,Non-adverse Condition,18.5
2020-12-15 08:18:24,MAERSK IDAHO,368660000,18.6,17.7,958.0,105.0,Panamax,70,300,302,Inbound,2,138,40.0,26.84,33.56,Offshore,32.6567,-79.67097,Two-way Transit,Adverse Condition,27.6
2020-12-15 09:43:42,BUXCLIFF,255805678,17.6,17.1,984.0,131.0,Post-Panamax,79,299,299,Inbound,0,131,50.0,24.61,31.32,Offshore,32.67438,-79.70884,One-way Transit,Non-adverse Condition,16.38
2020-12-15 15:58:49,APL BOSTON,566950000,16.9,15.0,1076.0,151.0,Post-Panamax,71,118,117,Outbound,1,170,50.0,24.61,31.32,Nearshore,32.69703,-79.75762,Two-way Transit,Adverse Condition,42.5
2020-12-15 15:52:22,AL KHARJ,636017671,15.5,14.4,1004.0,131.0,Post-Panamax,70,306,305,Inbound,1,149,40.0,26.84,33.56,Offshore,32.65802,-79.67521,Two-way Transit,Adverse Condition,37.25
2020-12-15 15:12:53,COSCO SHIPPING PEONY,477168400,15.5,15.0,1200.0,157.0,Post-Panamax,71,121,117,Outbound,4,240,50.0,24.61,31.32,Nearshore,32.69393,-79.7502,One-way Transit,Non-adverse Condition,30.0
2020-12-15 08:16:16,CITY OF HONGKONG,305415000,14.8,14.2,695.0,98.0,Panamax,71,119,117,Outbound,2,122,60.0,26.84,33.56,Nearshore,32.70699,-79.77789,Two-way Transit,Adverse Condition,24.4
2020-12-15 05:51:54,PHILADELPHIA EXPRESS,338781000,14.8,13.2,800.0,105.0,Panamax,0,117,115,Outbound,2,133,60.0,26.84,35.79,Nearshore,32.72134,-79.80827,One-way Transit,Non-adverse Condition,13.3
2020-12-15 15:52:36,MAERSK GATESHEAD,563076200,14.6,14.4,958.0,105.0,Panamax,71,300,304,Inbound,4,172,50.0,24.61,31.32,Nearshore,32.70216,-79.76599,One-way Transit,Non-adverse Condition,17.2
2020-12-15 14:38:32,MAERSK ALGOL,565819000,14.4,13.9,1105.0,151.0,Post-Panamax,71,119,117,Outbound,2,189,50.0,24.61,31.32,Nearshore,32.70532,-79.77598,Two-way Transit,Adverse Condition,47.25
2020-12-15 14:57:44,ONE HONOLULU,373649000,13.6,12.0,1099.0,151.0,Post-Panamax,73,299,302,Inbound,3,208,50.0,24.61,31.32,Nearshore,32.7026,-79.76616,Two-way Transit,Adverse Condition,52.0
2020-12-15 22:08:39,GLORIOUS LEADER,309108000,13.5,13.2,656.0,105.0,Panamax,70,121,115,Outbound,6,173,,,,Nearshore,32.70488,-79.7732,One-way Transit,Non-adverse Condition,17.3
2020-12-14 12:23:35,ASTRID SCHULTE,232023089,17.6,16.7,997.0,131.0,Post-Panamax,73,119,122,Outbound,3,183,,,,Nearshore,32.70366,-79.7701,One-way Transit,Non-adverse Condition,22.88
2020-12-14 13:27:18,ZIM ANTWERP,636014220,17.5,16.6,1145.0,151.0,Post-Panamax,79,118,123,Outbound,5,250,200.0,29.08,38.03,Offshore,32.68376,-79.72794,One-way Transit,Non-adverse Condition,31.25
2020-12-14 12:17:52,OLIVIA MAERSK,220216000,17.0,16.5,781.0,105.0,Panamax,72,120,122,Outbound,2,132,,,,Nearshore,32.70416,-79.77161,One-way Transit,Non-adverse Condition,13.2
2020-12-14 13:32:34,MSC BARBARA,353775000,15.2,15.0,997.0,131.0,Post-Panamax,70,117,118,Outbound,1,148,,,,Nearshore,32.70417,-79.77343,One-way Transit,Non-adverse Condition,18.5
2020-12-14 14:18:42,CITY OF HONGKONG,305415000,14.8,14.3,695.0,98.0,Panamax,71,301,297,Inbound,4,146,,,,Nearshore,32.69942,-79.76232,One-way Transit,Non-adverse Condition,14.6
2020-12-14 16:10:47,APL BOSTON,566950000,14.7,12.5,1076.0,151.0,Post-Panamax,71,296,296,Inbound,0,151,220.0,31.32,40.27,Offshore,32.67882,-79.7182,One-way Transit,Adverse Condition,18.88
2020-12-14 14:24:32,COSCO SHIPPING PEONY,477168400,14.3,13.8,1200.0,157.0,Post-Panamax,71,299,295,Inbound,4,240,,,,Nearshore,32.70008,-79.7634,One-way Transit,Non-adverse Condition,30.0
2020-12-14 15:38:13,MAERSK ALGOL,565819000,13.7,13.4,1105.0,151.0,Post-Panamax,71,298,296,Inbound,2,189,210.0,31.32,42.5,Offshore,32.64824,-79.6539,One-way Transit,Adverse Condition,23.62
2020-12-14 15:08:46,PHILADELPHIA EXPRESS,338781000,11.9,11.4,800.0,105.0,Panamax,0,300,299,Inbound,1,119,,,,Nearshore,32.6934,-79.74826,One-way Transit,Non-adverse Condition,11.9
2020-12-13 08:36:33,ASTRID SCHULTE,232023089,19.5,19.1,997.0,131.0,Post-Panamax,73,299,301,Inbound,2,166,,,,Nearshore,32.69353,-79.74965,One-way Transit,Non-adverse Condition,20.75
2020-12-13 00:36:57,CMA CGM C COLOMB,228315600,17.4,13.1,1200.0,171.0,Post-Panamax,70,119,119,Outbound,0,171,150.0,4.47,4.47,Nearshore,32.69534,-79.75432,Two-way Transit,Adverse Condition,42.75
2020-12-13 00:41:32,ZIM ANTWERP,636014220,17.1,16.3,1145.0,151.0,Post-Panamax,79,300,301,Inbound,1,171,190.0,2.24,4.47,Offshore,32.67786,-79.71526,Two-way Transit,Adverse Condition,42.75
2020-12-13 18:49:25,OLIVIA MAERSK,220216000,13.0,12.7,781.0,105.0,Panamax,72,300,300,Inbound,0,105,250.0,6.71,8.95,Offshore,32.66259,-79.68506,One-way Transit,Non-adverse Condition,10.5
2020-12-12 00:09:35,MAERSK CHICAGO,338408000,17.8,16.5,981.0,131.0,Post-Panamax,71,117,119,Outbound,2,165,190.0,4.47,6.71,Nearshore,32.69866,-79.7605,One-way Transit,Non-adverse Condition,20.62
2020-12-12 03:24:04,OOCL ATLANTA,477920300,17.5,16.7,1059.0,141.0,Post-Panamax,70,120,120,Outbound,0,141,190.0,4.47,6.71,Nearshore,32.70583,-79.77633,Two-way Transit,Adverse Condition,35.25
2020-12-12 03:29:52,CMA CGM C COLOMB,228315600,17.0,16.0,1200.0,171.0,Post-Panamax,70,300,300,Inbound,0,171,300.0,2.24,4.47,Offshore,32.65475,-79.66785,Two-way Transit,Adverse Condition,42.75
2020-12-12 01:18:44,MSC BARBARA,353775000,16.3,15.8,997.0,131.0,Post-Panamax,70,300,298,Inbound,2,166,290.0,6.71,8.95,Offshore,32.65746,-79.67167,Two-way Transit,Adverse Condition,41.5
2020-12-12 00:59:50,ARCHIMIDIS,636015743,15.3,13.6,1043.0,141.0,Post-Panamax,70,118,118,Outbound,0,141,190.0,4.47,6.71,Nearshore,32.71297,-79.79152,Two-way Transit,Adverse Condition,35.25
2020-12-12 21:55:22,ONE MUNCHEN,373911000,13.7,13.0,1200.0,167.0,Post-Panamax,70,120,120,Outbound,0,167,100.0,2.24,4.47,Nearshore,32.70428,-79.77215,One-way Transit,Non-adverse Condition,20.88
2020-12-11 11:42:41,MSC CHANNE,255805864,17.4,14.7,981.0,157.0,Post-Panamax,71,120,120,Outbound,0,157,240.0,6.71,8.95,Offshore,32.67827,-79.71876,One-way Transit,Non-adverse Condition,19.62
2020-12-11 23:59:34,MAERSK CHICAGO,338408000,16.9,15.9,981.0,131.0,Post-Panamax,71,119,120,Outbound,1,148,190.0,4.47,6.71,Nearshore,32.72237,-79.81018,One-way Transit,Non-adverse Condition,18.5
2020-12-11 01:22:43,OOCL ATLANTA,477920300,16.9,15.7,1059.0,141.0,Post-Panamax,70,300,302,Inbound,2,178,130.0,4.47,6.71,Offshore,32.67983,-79.72116,One-way Transit,Non-adverse Condition,22.25
2020-12-11 02:32:51,EVER SHINE,235009240,16.4,16.0,984.0,141.0,Post-Panamax,70,119,120,Outbound,1,158,,,,Nearshore,32.69818,-79.75736,One-way Transit,Non-adverse Condition,19.75
2020-12-11 07:07:59,ENDURANCE,366479000,16.1,14.4,866.0,105.0,Panamax,79,121,122,Outbound,1,120,50.0,6.71,13.42,Nearshore,32.70463,-79.77222,Two-way Transit,Adverse Condition,24.0
2020-12-11 07:26:45,MAERSK SIRAC,563002100,15.1,12.3,981.0,157.0,Post-Panamax,70,117,116,Outbound,1,174,220.0,6.71,8.95,Offshore,32.68629,-79.735,One-way Transit,Non-adverse Condition,21.75
2020-12-11 20:23:48,ONE MUNCHEN,373911000,14.3,14.0,1200.0,167.0,Post-Panamax,70,298,298,Inbound,0,167,300.0,8.95,11.18,Offshore,32.65772,-79.67392,One-way Transit,Non-adverse Condition,20.88
2020-12-11 10:15:54,ARCHIMIDIS,636015743,14.2,13.1,1043.0,141.0,Post-Panamax,70,302,302,Inbound,0,141,310.0,4.47,6.71,Nearshore,32.69029,-79.74237,One-way Transit,Non-adverse Condition,17.62
2020-12-11 21:37:45,GREEN RIDGE,369326000,13.5,11.9,656.0,105.0,Panamax,70,119,120,Outbound,1,116,210.0,6.71,8.95,Nearshore,32.70351,-79.77052,One-way Transit,Non-adverse Condition,11.6
2020-12-11 14:59:41,ZHEN HUA 15,477661900,8.4,8.1,764.0,138.0,Panamax,90,300,300,Inbound,0,138,360.0,4.47,4.47,Nearshore,32.72146,-79.80817,One-way Transit,Non-adverse Condition,13.8
2020-12-10 10:05:42,HYUNDAI RESPECT,636015516,17.6,16.7,1200.0,157.0,Post-Panamax,70,118,116,Outbound,2,199,,,,Nearshore,32.69729,-79.75826,One-way Transit,Non-adverse Condition,24.88
2020-12-10 05:13:58,CMA CGM CORTE REAL,215154000,17.0,15.9,1197.0,171.0,Post-Panamax,71,119,120,Outbound,1,192,280.0,22.37,29.08,Offshore,32.65421,-79.66666,One-way Transit,Non-adverse Condition,24.0
2020-12-10 18:50:12,PARADISE ACE,352142000,16.9,15.5,656.0,105.0,Panamax,70,117,117,Outbound,0,105,,,,Nearshore,32.70079,-79.76478,One-way Transit,Non-adverse Condition,10.5
2020-12-10 16:34:40,MSC CHANNE,255805864,15.9,15.4,981.0,157.0,Post-Panamax,71,299,300,Inbound,1,174,,,,Nearshore,32.69579,-79.75352,One-way Transit,Non-adverse Condition,21.75
2020-12-10 07:57:23,MAERSK HARTFORD,338403000,15.3,15.2,984.0,131.0,Post-Panamax,70,128,121,Outbound,7,250,,,,Nearshore,32.71146,-79.78827,One-way Transit,Non-adverse Condition,31.25
2020-12-10 18:14:35,ADRIAN MAERSK,220245000,14.7,13.7,1155.0,141.0,Post-Panamax,71,120,119,Outbound,1,161,120.0,4.47,6.71,Offshore,32.67304,-79.70699,One-way Transit,Non-adverse Condition,20.12
2020-12-10 09:07:50,MAERSK SIRAC,563002100,14.3,14.0,981.0,157.0,Post-Panamax,70,299,298,Inbound,1,174,300.0,17.9,22.37,Offshore,32.67669,-79.71454,One-way Transit,Non-adverse Condition,21.75
2020-12-10 03:16:45,EVER SHINE,235009240,11.6,9.7,984.0,141.0,Post-Panamax,70,299,299,Inbound,0,141,280.0,22.37,29.08,Offshore,32.66966,-79.69985,One-way Transit,Non-adverse Condition,17.62
2020-12-09 12:11:46,HYUNDAI RESPECT,636015516,17.1,16.0,1200.0,157.0,Post-Panamax,70,299,298,Inbound,1,178,270.0,11.18,20.13,Offshore,32.6448,-79.6474,Two-way Transit,Adverse Condition,44.5
2020-12-09 13:05:39,MSC MARIA ELENA,355919000,16.6,16.3,1102.0,151.0,Post-Panamax,71,119,119,Outbound,0,151,,,,Nearshore,32.7059,-79.77568,One-way Transit,Non-adverse Condition,18.88
2020-12-09 12:27:45,CONTI CONQUEST,255805944,16.4,13.3,1092.0,138.0,Post-Panamax,79,122,122,Outbound,0,138,,,,Nearshore,32.7164,-79.79939,Two-way Transit,Adverse Condition,34.5
2020-12-09 14:00:48,MAERSK HARTFORD,338403000,15.8,15.3,984.0,131.0,Post-Panamax,70,299,299,Inbound,0,131,250.0,11.18,15.66,Offshore,32.67547,-79.71171,One-way Transit,Non-adverse Condition,16.38
2020-12-09 09:50:52,CMA CGM ALCAZAR,357214000,15.6,15.4,964.0,105.0,Panamax,79,120,120,Outbound,0,105,,,,Nearshore,32.70225,-79.77011,One-way Transit,Non-adverse Condition,10.5
2020-12-09 11:58:53,ADRIAN MAERSK,220245000,14.8,14.5,1155.0,141.0,Post-Panamax,71,298,298,Inbound,0,141,270.0,11.18,17.9,Offshore,32.64415,-79.64509,Two-way Transit,Adverse Condition,35.25
2020-12-08 03:15:41,MSC ELODIE,352444000,17.3,15.8,984.0,157.0,Post-Panamax,71,120,118,Outbound,2,191,,,,Nearshore,32.69378,-79.75009,One-way Transit,Non-adverse Condition,23.88
2020-12-08 21:45:37,SPIRIT OF HAMBURG,232013520,16.8,15.2,833.0,105.0,Panamax,72,120,119,Outbound,1,120,,,,Nearshore,32.71976,-79.80525,One-way Transit,Non-adverse Condition,12.0
2020-12-08 21:08:58,CMA CGM CORTE REAL,215154000,16.7,15.9,1197.0,171.0,Post-Panamax,71,300,300,Inbound,0,171,270.0,11.18,17.9,Offshore,32.67975,-79.72008,One-way Transit,Non-adverse Condition,21.38
2020-12-08 11:54:31,CONTI CONQUEST,255805944,16.6,16.1,1092.0,138.0,Post-Panamax,79,300,302,Inbound,2,176,340.0,24.61,35.79,Offshore,32.68877,-79.7393,One-way Transit,Non-adverse Condition,22.0
2020-12-08 15:03:32,ONE MINATO,431929000,16.4,15.7,1197.0,167.0,Post-Panamax,71,120,119,Outbound,1,188,350.0,20.13,26.84,Offshore,32.67712,-79.71485,One-way Transit,Non-adverse Condition,23.5
2020-12-08 05:32:57,MAERSK MEMPHIS,563073700,16.3,15.6,981.0,131.0,Post-Panamax,71,120,118,Outbound,2,165,,,,Nearshore,32.69939,-79.76247,One-way Transit,Non-adverse Condition,20.62
2020-12-08 12:51:47,MOL GLIDE,477346500,16.3,16.1,902.0,131.0,Panamax,74,119,118,Outbound,1,147,,,,Nearshore,32.70598,-79.77583,One-way Transit,Non-adverse Condition,14.7
2020-12-08 20:18:24,MSC VAISHNAVI,636016431,16.1,15.4,922.0,105.0,Panamax,71,299,298,Inbound,1,121,310.0,11.18,17.9,Offshore,32.65777,-79.67394,One-way Transit,Non-adverse Condition,12.1
2020-12-08 02:58:41,APOLLON HIGHWAY,353013000,15.6,15.2,656.0,131.0,Panamax,70,119,117,Outbound,2,154,,,,Nearshore,32.70411,-79.77136,One-way Transit,Non-adverse Condition,15.4
2020-12-08 14:34:59,CMA CGM ALCAZAR,357214000,15.0,12.4,964.0,105.0,Panamax,79,299,301,Inbound,2,139,350.0,20.13,29.08,Offshore,32.64595,-79.6493,Two-way Transit,Adverse Condition,27.8
2020-12-08 08:20:13,GREEN RIDGE,369326000,14.2,14.0,656.0,105.0,Panamax,70,299,300,Inbound,1,116,,,,Nearshore,32.69543,-79.75198,One-way Transit,Non-adverse Condition,11.6
2020-12-08 13:44:42,MSC MARIA ELENA,355919000,13.7,13.3,1102.0,151.0,Post-Panamax,71,299,302,Inbound,3,208,350.0,22.37,31.32,Offshore,32.68963,-79.74093,One-way Transit,Non-adverse Condition,26.0
2020-12-07 00:09:30,CAPE TAINARO,249982000,17.6,15.5,1082.0,157.0,Post-Panamax,70,117,117,Outbound,0,157,,,,Nearshore,32.69189,-79.74713,One-way Transit,Non-adverse Condition,19.62
2020-12-07 12:48:31,MOL GLIDE,477346500,17.2,13.5,902.0,131.0,Panamax,74,300,302,Inbound,2,162,260.0,13.42,17.9,Offshore,32.68951,-79.74053,One-way Transit,Non-adverse Condition,16.2
2020-12-07 03:47:41,BOHEME,563262000,16.0,12.5,745.0,108.0,Panamax,70,118,117,Outbound,1,121,,,,Nearshore,32.70638,-79.77654,One-way Transit,Non-adverse Condition,12.1
2020-12-07 14:09:54,EXPRESS ATHENS,636015020,15.9,14.6,1145.0,151.0,Post-Panamax,71,120,119,Outbound,1,171,,,,Nearshore,32.70495,-79.77349,One-way Transit,Non-adverse Condition,21.38
2020-12-07 09:56:47,OOCL SINGAPORE,477293200,15.9,15.1,1200.0,157.0,Post-Panamax,70,123,123,Outbound,0,157,,,,Nearshore,32.69203,-79.74757,Two-way Transit,Adverse Condition,39.25
2020-12-07 09:03:01,MAERSK MEMPHIS,563073700,15.8,15.4,981.0,131.0,Post-Panamax,71,300,300,Inbound,0,131,290.0,13.42,20.13,Offshore,32.67473,-79.70918,Two-way Transit,Adverse Condition,32.75
2020-12-07 00:18:36,APOLLON HIGHWAY,353013000,15.1,14.8,656.0,131.0,Panamax,70,299,299,Inbound,0,131,,,,Nearshore,32.72231,-79.80972,One-way Transit,Non-adverse Condition,13.1
2020-12-07 08:47:45,MSC ELODIE,352444000,14.9,14.7,984.0,157.0,Post-Panamax,71,300,300,Inbound,0,157,290.0,13.42,17.9,Offshore,32.67375,-79.70668,One-way Transit,Non-adverse Condition,19.62
2020-12-07 09:25:47,SEALAND ILLINOIS,477318700,14.3,13.9,997.0,131.0,Post-Panamax,70,121,125,Outbound,4,200,,,,Nearshore,32.7056,-79.77433,Two-way Transit,Adverse Condition,50.0
2020-12-07 10:08:53,ONE MINATO,431929000,13.0,11.6,1197.0,167.0,Post-Panamax,71,300,300,Inbound,0,167,,,,Nearshore,32.70046,-79.7621,One-way Transit,Non-adverse Condition,20.88
2020-12-06 01:26:51,CONTI ANNAPURNA,636092883,18.3,14.0,1096.0,138.0,Post-Panamax,79,118,116,Outbound,2,176,330.0,15.66,20.13,Offshore,32.68888,-79.7393,One-way Transit,Non-adverse Condition,22.0
2020-12-06 01:02:44,CAPE TAINARO,249982000,17.8,16.6,1082.0,157.0,Post-Panamax,70,300,301,Inbound,1,176,,,,Nearshore,32.69063,-79.74381,Two-way Transit,Adverse Condition,44.0
2020-12-06 22:54:51,SEALAND ILLINOIS,477318700,17.6,16.1,997.0,131.0,Post-Panamax,70,300,304,Inbound,4,200,220.0,6.71,11.18,Offshore,32.65393,-79.66655,Two-way Transit,Adverse Condition,50.0
2020-12-06 11:17:39,EXPRESS ATHENS,636015020,17.3,16.7,1145.0,151.0,Post-Panamax,71,300,302,Inbound,2,191,10.0,4.47,8.95,Offshore,32.64469,-79.6476,One-way Transit,Non-adverse Condition,23.88
2020-12-06 23:08:49,YORKTOWN EXPRESS,367168650,17.2,16.4,797.0,105.0,Panamax,79,119,120,Outbound,1,119,,,,Nearshore,32.69835,-79.76116,Two-way Transit,Adverse Condition,23.8
2020-12-06 07:15:46,SPIRIT OF SHANGHAI,232013522,17.0,15.6,833.0,105.0,Panamax,71,120,121,Outbound,1,120,,,,Nearshore,32.70054,-79.76243,One-way Transit,Non-adverse Condition,12.0
2020-12-06 13:14:48,ENDURANCE,366479000,16.5,15.1,866.0,105.0,Panamax,79,300,301,Inbound,1,120,60.0,8.95,15.66,Nearshore,32.69416,-79.75232,One-way Transit,Non-adverse Condition,12.0
2020-12-06 09:40:21,OOCL SINGAPORE,477293200,15.6,15.1,1200.0,157.0,Post-Panamax,70,298,299,Inbound,1,178,20.0,6.71,11.18,Offshore,32.67679,-79.71394,One-way Transit,Non-adverse Condition,22.25
2020-12-06 13:02:54,BOHEME,563262000,15.4,15.0,745.0,108.0,Panamax,70,299,300,Inbound,1,121,60.0,8.95,15.66,Nearshore,32.69378,-79.75108,One-way Transit,Non-adverse Condition,12.1
2020-12-06 23:59:47,APOLLON HIGHWAY,353013000,13.6,11.4,656.0,131.0,Panamax,70,300,301,Inbound,1,142,220.0,11.18,13.42,Offshore,32.68451,-79.73025,Two-way Transit,Adverse Condition,28.4
2020-12-05 08:19:46,CONTI ANNAPURNA,636092883,17.2,16.5,1096.0,138.0,Post-Panamax,79,300,297,Inbound,3,195,290.0,20.13,24.61,Nearshore,32.69237,-79.74645,One-way Transit,Non-adverse Condition,24.38
2020-12-05 12:16:35,YORKTOWN EXPRESS,367168650,16.9,15.7,797.0,105.0,Panamax,79,299,300,Inbound,1,119,,,,Nearshore,32.7213,-79.80748,One-way Transit,Non-adverse Condition,11.9
2020-12-05 07:38:35,MAERSK SELETAR,369309000,16.6,16.0,1046.0,131.0,Post-Panamax,70,118,119,Outbound,1,149,290.0,20.13,24.61,Nearshore,32.72197,-79.80955,Two-way Transit,Adverse Condition,37.25
2020-12-05 12:30:43,SPIRIT OF SHANGHAI,232013522,16.3,16.0,833.0,105.0,Panamax,71,300,300,Inbound,0,105,,,,Nearshore,32.7206,-79.80647,One-way Transit,Non-adverse Condition,10.5
2020-12-05 06:17:35,HYUNDAI DRIVE,440009000,14.6,14.1,1200.0,157.0,Post-Panamax,70,120,121,Outbound,1,178,,,,Nearshore,32.71927,-79.80332,One-way Transit,Non-adverse Condition,22.25
2020-12-04 09:48:45,COSCO VIETNAM,477266900,18.5,16.0,1096.0,141.0,Post-Panamax,70,120,118,Outbound,2,179,170.0,11.18,15.66,Offshore,32.67283,-79.7056,One-way Transit,Non-adverse Condition,22.38
2020-12-04 08:17:48,HYUNDAI DRIVE,440009000,16.9,14.6,1200.0,157.0,Post-Panamax,70,300,300,Inbound,0,157,160.0,11.18,15.66,Offshore,32.65525,-79.66969,One-way Transit,Non-adverse Condition,19.62
2020-12-04 13:22:56,ROTTERDAM STAR,538006564,16.2,15.3,961.0,131.0,Panamax,71,120,120,Outbound,0,131,170.0,13.42,17.9,Offshore,32.67983,-79.72083,One-way Transit,Non-adverse Condition,13.1
2020-12-04 05:42:47,E.R. TIANSHAN,636092941,15.1,13.9,1092.0,138.0,Post-Panamax,71,121,120,Outbound,1,157,70.0,11.18,15.66,Nearshore,32.71852,-79.80229,One-way Transit,Non-adverse Condition,19.62
2020-12-04 02:34:54,MSC ALICANTE,636092212,15.1,14.7,886.0,131.0,Panamax,71,122,119,Outbound,3,177,60.0,8.95,13.42,Offshore,32.67761,-79.71575,One-way Transit,Non-adverse Condition,17.7
2020-12-04 14:51:54,MAERSK SELETAR,369309000,15.0,14.1,1046.0,131.0,Post-Panamax,70,304,301,Inbound,3,186,,,,Nearshore,32.72235,-79.80879,One-way Transit,Non-adverse Condition,23.25
2020-12-04 11:33:32,MSC VIGO,218853000,14.7,14.3,886.0,131.0,Panamax,74,120,120,Outbound,0,131,180.0,15.66,17.9,Offshore,32.67248,-79.70571,One-way Transit,Non-adverse Condition,13.1
2020-12-03 08:00:00,COSCO VIETNAM,477266900,19.0,17.5,1096.0,141.0,Post-Panamax,70,299,301,Inbound,2,179,60.0,11.18,17.9,Offshore,32.68122,-79.72297,Two-way Transit,Adverse Condition,44.75
2020-12-03 13:08:37,HYUNDAI VICTORY,441754000,16.7,15.9,1200.0,157.0,Post-Panamax,70,122,121,Outbound,1,178,90.0,8.95,13.42,Offshore,32.67702,-79.71426,One-way Transit,Non-adverse Condition,22.25
2020-12-03 08:20:44,MSC ANISHA R.,636016434,16.5,13.6,918.0,105.0,Panamax,71,299,299,Inbound,0,105,50.0,13.42,17.9,Offshore,32.67242,-79.70364,Two-way Transit,Adverse Condition,21.0
2020-12-03 21:26:10,MSC VIGO,218853000,15.7,13.8,886.0,131.0,Panamax,74,298,301,Inbound,3,177,70.0,6.71,11.18,Offshore,32.67915,-79.72065,One-way Transit,Non-adverse Condition,17.7
2020-12-03 01:27:52,SAN FRANCISCA,538005735,15.4,14.7,984.0,157.0,Post-Panamax,70,122,121,Outbound,1,174,30.0,11.18,15.66,Nearshore,32.70508,-79.77544,One-way Transit,Non-adverse Condition,21.75
2020-12-03 08:09:30,ONE MATRIX,538003810,14.8,13.4,991.0,141.0,Post-Panamax,73,122,117,Outbound,5,227,,,,Nearshore,32.70469,-79.77479,Two-way Transit,Adverse Condition,56.75
2020-12-03 07:28:29,MSC ALICANTE,636092212,14.6,13.9,886.0,131.0,Panamax,71,299,301,Inbound,2,162,30.0,13.42,17.9,Offshore,32.67714,-79.71608,One-way Transit,Non-adverse Condition,16.2
2020-12-03 14:42:51,E.R. TIANSHAN,636092941,14.2,14.0,1092.0,138.0,Post-Panamax,71,300,301,Inbound,1,157,40.0,13.42,20.13,Nearshore,32.72224,-79.80906,One-way Transit,Non-adverse Condition,19.62
